first_name,last_name,birth_date,hire_date
Abdulla,Gerlach,1954-10-17,1986-06-13
Sudhanshu,Benaini,1955-03-14,1985-06-27
Chikara,Narahara,1953-10-07,1988-04-18
Kwok,Massonet,1952-05-07,1988-06-17
Tristan,Aseltine,1953-08-29,1987-04-16
Masali,Highland,1955-11-29,1985-04-19
Paraskevi,Gist,1955-02-11,1985-12-18
Miyeon,Olivero,1955-01-21,1987-11-12
Susanna,Vigier,1953-08-21,1985-09-16
Qunsheng,Middleton,1955-02-10,1985-05-09
Chriss,Granlund,1953-10-02,1986-12-15
Marlo,Leuchs,1953-06-07,1987-02-23
Sreenivas,Schaar,1953-06-17,1986-06-30
Shem,Kakkad,1952-08-14,1986-10-23
Golgen,Leslie,1952-05-31,1987-03-12
Vitaly,Wixon,1955-01-03,1985-04-03
Otilia,Buescher,1955-02-10,1988-12-16
Barry,Ramsey,1954-08-26,1985-04-06
Mong,Bojadziev,1954-05-30,1985-08-28
Janche,Erbe,1955-05-25,1987-10-24
Saniya,Srimani,1952-04-15,1988-01-23
Shigeu,Heemskerk,1952-05-30,1988-01-30
Tomofumi,Holburn,1954-04-30,1988-02-13
Toshimo,Gadepally,1953-10-09,1985-10-20
Elvis,Maginnis,1954-07-08,1987-11-27
Raimond,Woycyznski,1953-07-27,1986-11-01
Divine,Manders,1954-10-25,1987-03-09
Yagil,Lueh,1955-11-28,1988-01-23
Munehiro,Boissier,1952-05-01,1987-06-25
Moti,Lammel,1952-10-30,1987-08-25
Supot,Marrevee,1954-11-01,1986-01-30
Indrajit,Birdsall,1952-07-06,1986-07-13
Xiong,Selenyi,1953-11-03,1988-10-17
Taizo,Kroft,1952-06-11,1987-06-09
Danil,Aloia,1954-09-05,1987-01-17
Samphel,Barreiro,1953-08-02,1985-07-28
Fay,Denny,1955-05-27,1988-08-17
Kazuhisa,Versino,1952-02-22,1988-07-15
Kristian,Underwood,1955-10-19,1986-11-26
Patricia,Peir,1955-06-19,1986-07-06
Chuanyi,Ranta,1955-08-07,1988-04-23
Kensei,Borovoy,1953-12-18,1985-11-30
Babette,Engelmann,1953-12-03,1986-06-02
Ashish,Danlos,1954-10-17,1985-11-23
Ibibia,Snyers,1953-03-21,1986-09-12
Fatemeh,Zultner,1954-08-27,1985-04-18
Elrique,Driscoll,1952-03-15,1985-05-21
Gao,Condotta,1955-08-05,1988-06-28
Kiyokazu,Morrin,1954-06-07,1985-06-26
Jayson,Cairo,1952-12-22,1988-07-05
Lech,Marquardt,1954-11-13,1986-01-19
Suzette,Selvestrel,1953-06-05,1987-03-03
Jianhua,Erev,1954-06-15,1988-08-04
Souichi,Wixon,1953-01-17,1986-04-15
Gudjon,McClurg,1955-08-02,1987-08-01
Arvind,Hempstead,1954-04-03,1987-11-08
Toshimori,Kornatzky,1952-10-17,1985-05-07
Florian,Kuhnemann,1955-06-29,1987-06-05
Laurentiu,Glinert,1955-03-06,1987-05-01
IEEE,Lorys,1955-03-28,1986-11-16
Jingling,Segond,1955-03-06,1987-06-03
Sashi,Adachi,1952-11-19,1985-03-16
Teunis,Angel,1955-08-02,1988-09-25
Herbert,Sifakis,1955-11-29,1987-02-12
Alois,Basart,1955-03-02,1986-12-02
Yechezkel,Bellone,1953-11-07,1986-02-25
Brewster,Stranks,1952-12-08,1986-05-05
Mahmut,Hainaut,1954-06-03,1988-09-18
Terresa,Ballarin,1955-07-15,1987-10-11
Sachin,Jakobus,1954-06-19,1988-10-25
Constantino,Assaf,1953-08-23,1985-05-24
Aron,Lemarechal,1955-12-19,1986-09-10
Gio,Sigstam,1954-10-05,1988-03-27
Marlo,Bruckman,1952-09-08,1986-09-19
Zhonghua,Kaiser,1955-04-23,1985-10-15
Stein,Uchoa,1954-11-11,1987-02-14
Odysseas,Nishimukai,1955-09-01,1987-10-27
Gaurav,Masaki,1955-04-13,1988-07-09
Oguz,Kilgore,1954-12-09,1987-03-18
Changho,Cronin,1952-09-21,1986-11-13
Magy,Joslin,1954-12-13,1985-10-23
Taiji,Nergos,1952-06-30,1988-03-07
Angus,Perko,1953-05-22,1988-03-12
Ute,Serra,1955-08-28,1986-07-13
Arnd,Kaiserswerth,1954-07-08,1987-08-06
Arto,Meriste,1955-11-15,1988-06-06
Anyuan,Sigstam,1954-02-18,1987-12-29
Temple,Barriga,1952-02-14,1986-12-09
Alejandro,Casley,1954-02-26,1985-02-22
Karsten,Baja,1953-04-19,1987-09-14
Adil,Parveen,1953-01-06,1987-12-11
Kerhong,Flanders,1952-05-27,1985-03-25
Mohan,Kamble,1954-12-31,1988-07-27
Xiaobin,Chelton,1952-10-20,1985-12-30
Gretta,Benzaken,1953-04-20,1988-05-23
Huican,Picco,1952-05-20,1985-02-26
Shuzo,Gyorkos,1953-10-08,1985-05-15
Satoru,Mukaidono,1955-06-23,1985-05-17
Nathan,Lichtner,1952-03-21,1988-12-22
Heon,Benveniste,1955-01-22,1987-11-15
Insup,Reinhart,1952-09-21,1986-02-01
Fox,Magliocco,1955-04-04,1988-08-05
Boguslaw,Kalefeld,1954-06-23,1985-02-03
Kerryn,Hiyoshi,1952-11-08,1988-04-18
Zhanqiu,Underwood,1954-02-23,1986-08-27
Fan,Simmen,1955-04-07,1985-12-02
Hyuckchul,Pouyioutas,1955-06-10,1988-12-26
Tiina,Demeyer,1952-12-14,1988-11-26
Sanjay,Koblitz,1955-10-29,1988-04-20
Kiam,Sadowsky,1954-04-02,1986-05-23
Woody,Gulik,1953-05-27,1988-12-25
Ramalingam,Prenel,1954-08-08,1985-02-28
Qingxiang,Shokrollahi,1953-07-29,1988-11-02
Yurii,Rullman,1955-03-06,1985-04-13
Giordano,Koshino,1954-04-08,1988-03-08
Rasikan,Nourani,1954-02-21,1987-11-09
Ziva,Delgrande,1953-04-22,1985-05-18
Khun,Waymire,1954-12-23,1987-09-17
Flemming,Kranzdorf,1955-02-03,1985-04-05
Shrikanth,Sherertz,1953-03-26,1985-11-23
Tomokazu,Oaver,1953-06-03,1985-06-25
Manton,Siksek,1952-12-08,1987-08-05
Ayonca,Couchot,1953-10-31,1988-10-15
Radoslaw,Rijsenbrij,1952-12-13,1986-04-24
Toshiki,Taubenfeld,1954-11-29,1986-07-19
Guadalupe,Zirintsis,1953-04-06,1986-04-01
Chirstian,Ushiama,1954-10-11,1988-09-14
Giri,Coney,1952-12-01,1987-05-14
Remmert,Bahi,1955-06-22,1985-08-12
Luigi,Axelband,1952-07-02,1988-05-21
Sudhanshu,Itzigehl,1953-03-11,1986-06-09
Zhiguo,Giaccio,1955-07-15,1987-09-14
Pantung,Honglei,1955-08-07,1986-12-21
Kagan,Malinowski,1953-08-05,1988-04-28
Arun,Luiz,1952-08-02,1986-08-16
Haldon,Servieres,1954-08-16,1988-04-19
Urs,Pouyioutas,1953-11-13,1987-07-24
Charlene,Sankaranarayanan,1953-10-11,1987-11-17
Neelam,Schach,1955-12-07,1987-01-16
Souichi,Duclos,1955-03-12,1986-07-31
Heeju,Bernardinello,1953-08-11,1986-10-06
Pranay,Irland,1954-05-22,1986-07-19
Cheong,Rodiger,1955-03-12,1987-10-06
Sudharsan,Shokrollahi,1954-08-17,1985-03-22
Shuky,Conry,1955-05-30,1985-12-22
Mona,Salvesen,1953-11-18,1988-01-17
Keiichiro,Suessmith,1954-01-10,1986-12-10
Jouko,Zhiwei,1955-10-18,1987-09-03
Reinhard,Sadowsky,1953-09-02,1987-08-17
Mountaz,Famili,1954-02-07,1988-04-08
Edwin,Baar,1952-03-17,1986-02-04
Ayonca,Pardalos,1954-03-17,1985-06-06
Guther,Karcich,1953-04-04,1985-04-05
Eric,Reghbati,1955-11-01,1986-08-21
Shiv,Bernardeschi,1953-10-17,1986-12-05
Adam,Rohrbach,1954-03-22,1987-10-29
Miyeon,Lammel,1954-12-26,1986-07-31
Lobel,Peak,1954-06-26,1988-04-25
Deniz,Linnainmaa,1954-08-21,1987-12-26
Ziya,Lunn,1953-05-10,1988-10-10
Fan,Openshaw,1954-12-21,1987-06-09
Jaroslava,Chinal,1955-10-08,1988-05-30
Luerbio,Kuzuoka,1953-11-24,1987-07-06
Masaru,Radivojevic,1953-10-05,1988-08-07
Chaosheng,Luce,1955-05-21,1985-03-12
Chikara,Nyrup,1954-10-08,1985-02-18
Mikhail,Schiettecatte,1952-03-09,1986-08-11
Premal,Penttonen,1952-10-11,1987-04-07
Chuanyi,Nilsson,1955-07-02,1986-09-02
Nahum,Broder,1954-01-22,1988-10-12
Shuho,Manders,1953-02-14,1985-03-01
Shugo,Aumann,1953-12-08,1986-12-19
Alassane,Siegrist,1952-07-28,1985-12-26
Genki,Sambasivam,1955-02-13,1987-05-22
Pradeep,Markovitch,1955-02-07,1985-12-17
Maik,Penttonen,1955-02-27,1988-06-20
Wilmer,Kushner,1954-08-18,1987-06-09
Huai,Thiria,1954-05-17,1985-08-23
Constantijn,Munoz,1953-08-17,1986-12-24
Arvind,Weisert,1954-03-11,1987-05-26
Kazuhira,Weedman,1954-01-14,1985-04-16
Hongzue,Cesareni,1954-05-20,1986-02-27
Weiwu,Huhdanpaa,1952-03-30,1986-07-16
Gilbert,Plumb,1953-09-21,1985-06-30
Zhenbing,Soicher,1955-10-24,1987-01-25
Kwok,Trogemann,1955-08-06,1985-04-07
Kasturi,Alpin,1954-09-12,1987-03-16
Collette,Mikschl,1954-10-18,1986-08-30
Inderjeet,Sethi,1954-01-13,1987-08-29
George,Kowalchuk,1955-12-29,1985-05-11
Uno,Valtorta,1953-01-26,1987-04-19
Masadi,Cherinka,1952-02-18,1985-11-18
Guozhong,Grabner,1954-02-23,1987-05-06
Shigeichiro,Spieker,1955-11-22,1985-08-12
Mingdong,Staelin,1954-05-25,1988-07-30
Masadi,Suri,1953-06-25,1985-09-10
Sanjai,Caine,1954-12-07,1985-10-26
Constantino,Zykh,1952-03-10,1987-04-08
True,Muchinsky,1954-04-27,1986-12-16
Baoqiu,Azuma,1955-09-25,1988-04-11
Rosalie,Garnick,1953-12-27,1988-07-04
Mack,Perna,1954-01-17,1985-04-26
Carrsten,Anily,1954-07-08,1988-12-24
Vishu,Falby,1955-04-03,1985-09-23
Jaana,Roisin,1955-01-28,1986-09-25
Huan,Iwayama,1955-07-15,1985-11-22
Mohammad,Schaaf,1952-05-17,1987-05-26
Pintsang,Rothenberg,1954-09-05,1987-01-27
Hiroyasu,Przulj,1953-01-07,1988-06-20
Dekang,Ambroszkiewicz,1955-08-26,1986-12-09
Chenye,Hanratty,1955-05-02,1985-11-18
Reuven,Kushnir,1955-03-04,1988-11-26
Troy,Bala,1952-10-02,1986-06-24
Insup,Ibel,1955-02-26,1987-10-24
Zhilian,Parascandalo,1954-12-23,1985-07-03
Jaewon,Nooteboom,1955-04-10,1986-05-30
Poorav,Bahr,1953-10-29,1987-02-12
Stepehn,Pocchiola,1954-02-22,1988-03-03
Arumugam,Bresenham,1952-07-04,1986-11-29
Sanjay,Breugel,1954-11-15,1986-04-22
Kien,Impagliazzo,1955-04-26,1987-12-23
Tonny,Taubenfeld,1955-01-19,1988-01-29
Baocai,Broomell,1954-07-30,1985-06-08
Pranay,Oskamp,1954-01-06,1986-06-16
Taegyun,Deyuan,1952-12-23,1988-03-14
Manton,Gelosh,1952-03-25,1988-05-07
Mingsen,Antonisse,1955-05-09,1988-06-07
Magdalena,Rajcani,1955-04-10,1987-09-18
Aleksander,Antonakopoulos,1954-02-03,1988-06-09
Bowen,Litecky,1953-05-29,1988-10-02
Gio,Anido,1952-02-24,1988-02-10
Angel,Seiwald,1952-12-21,1986-10-03
Guoxiang,Bala,1954-12-15,1988-08-21
Munehiro,Vakili,1952-09-13,1985-08-02
Yannik,Kroll,1955-03-01,1986-03-02
Miquel,Dechter,1955-01-23,1986-01-30
Sasan,Azumi,1955-03-06,1986-02-03
Lunjin,Pettis,1955-01-29,1986-09-20
Marsja,Fargier,1953-07-05,1987-09-23
Kazuhide,Stille,1954-09-09,1985-06-27
DeForest,Petersohn,1952-10-08,1987-09-20
Shaibal,Viele,1952-08-29,1986-06-10
Piyawadee,Cichocki,1954-01-09,1985-07-17
Sanjit,Laurillard,1954-02-08,1988-10-04
Kensyu,Shinomoto,1955-02-06,1985-11-21
Garnik,Covnot,1952-05-06,1988-10-16
Murthy,Rosca,1955-07-07,1986-09-09
Yakkov,Demke,1953-12-31,1986-10-18
Hauke,Larfeldt,1952-09-05,1986-11-15
Sham,Onuegbe,1954-02-19,1985-03-28
Karoline,Versino,1955-03-05,1986-01-14
Yuguang,Dratva,1953-12-30,1986-03-31
Arumugam,Aloia,1954-09-07,1988-05-03
King,Ballarin,1955-04-30,1985-11-06
Kaijung,Wielonsky,1954-01-31,1986-11-14
Yoshimitsu,Peir,1952-07-03,1988-03-23
Marek,Demos,1952-02-09,1985-04-03
Boutros,Papadias,1954-03-11,1987-10-06
Chaoyi,Heystek,1955-11-30,1985-08-01
Doowon,Luce,1952-04-06,1985-08-17
JiYoung,Takkinen,1952-09-20,1988-08-12
Wayne,Spelt,1954-08-06,1986-07-14
Maria,Rodham,1952-06-13,1985-11-24
Marsha,Penn,1952-12-05,1985-09-16
Leandro,Zongker,1952-03-05,1986-09-21
Marko,Ebeling,1954-11-04,1985-12-21
Kannan,Heemskerk,1952-10-12,1987-07-02
Mohammad,Denos,1953-03-25,1986-04-09
Berto,Rosar,1953-04-14,1985-08-31
Mohan,Ferretti,1953-10-14,1987-04-20
Alper,Tetzlaff,1955-09-05,1985-12-31
Tse,Crabtree,1955-09-23,1988-05-29
Kerryn,Belinskaya,1955-09-07,1988-11-19
Annemarie,Chaudhuri,1952-08-07,1986-10-09
Leucio,Krzyzanowski,1952-05-30,1986-04-29
Cathie,Meriste,1955-02-23,1986-12-22
Monique,Docker,1954-10-22,1987-11-07
Janche,Kinley,1955-01-13,1986-08-29
Marin,Winter,1953-03-03,1987-04-28
Leandro,Sigstam,1954-04-14,1986-10-23
Krassimir,Olano,1952-11-18,1987-08-13
Mori,Kulisch,1955-01-08,1986-05-19
Izaskun,Glinert,1955-06-05,1985-12-05
Shaz,Thummel,1955-12-04,1988-10-21
Hitomi,Vural,1953-09-30,1985-09-25
Ronnie,Lanzelotte,1955-12-24,1988-09-06
Ung,Babu,1955-07-16,1985-08-08
Sushant,Baba,1955-11-17,1987-03-24
Jacopo,Basart,1954-01-18,1986-05-14
Slavian,Leaver,1955-12-04,1987-08-12
Makato,Masaki,1954-08-18,1985-06-25
Carrsten,Mattern,1954-01-20,1988-07-10
Tomokazu,Ohori,1953-11-16,1988-12-06
Mikhail,Sethi,1952-03-12,1985-10-25
Shuho,Zeleznik,1953-07-23,1986-04-16
Sadun,Navazio,1953-06-02,1986-05-19
Bedir,Speek,1955-06-11,1985-08-10
Billie,Bazzichi,1955-07-23,1986-10-23
Giap,Garnham,1953-03-30,1985-12-25
Hironoby,Schaad,1953-05-05,1986-11-07
Boutros,Fendler,1955-09-18,1985-11-01
Nikolaos,Luca,1953-03-16,1985-09-02
Sham,Jonsson,1952-09-16,1987-10-10
Yifei,Gini,1953-11-15,1988-09-19
Janalee,Mellouli,1954-04-29,1985-04-27
Narain,Aseltine,1954-05-09,1987-07-10
Duri,Stanger,1952-10-27,1988-10-02
Zhilian,Chleq,1955-05-02,1986-06-01
Chaoyi,Talmon,1955-05-23,1987-05-05
Lidong,Czap,1952-07-22,1986-09-24
Subhankar,Georgatos,1952-05-03,1988-10-17
Guangming,Yoshimura,1953-10-16,1987-09-14
Shimshon,Cusworth,1953-12-22,1985-05-24
Limsoon,Krzyzanowski,1955-01-24,1988-11-07
Apostol,Collette,1954-06-04,1988-07-12
Rafols,Rabehasaina,1955-07-02,1987-07-19
Moss,Tokunaga,1953-12-11,1988-01-13
Idoia,Beerel,1955-10-10,1987-10-10
Abdulla,Demeyer,1953-03-31,1985-05-17
Jouko,Chinin,1955-05-10,1987-07-06
Zhiguo,Savasere,1952-02-03,1987-04-28
Tsvetan,Zwicker,1953-02-19,1985-02-15
Goncalo,Basart,1953-09-23,1986-12-16
Bogdan,Birta,1955-10-05,1988-12-02
Bedir,Wroclawski,1952-02-27,1988-09-27
Jixiang,Eiter,1955-01-23,1986-04-14
Sanjay,Perin,1955-12-22,1986-03-18
Arunas,Yemenis,1955-01-09,1985-10-24
Muzhong,Thiria,1955-05-16,1987-04-06
Emdad,Radwan,1952-12-03,1988-05-28
Elvis,Servieres,1953-02-02,1985-07-15
Mong,Cromarty,1955-02-14,1987-03-11
Mototsugu,Vecchio,1954-10-28,1986-04-06
Weidon,Seiwald,1952-05-18,1986-01-15
Gretta,Fetvedt,1953-06-09,1987-12-07
Sangeeta,Lanphier,1954-06-09,1986-03-16
Olivera,Thibadeau,1953-11-24,1985-07-06
Sadegh,Ranon,1952-03-13,1986-08-21
Mostafa,Hiltgen,1954-05-22,1987-12-27
Fan,Majewski,1954-02-28,1985-06-20
Hein,Senzako,1954-03-19,1987-06-17
Uta,Matzen,1954-08-26,1988-12-15
Masaru,Valiente,1952-12-17,1986-06-20
Vishwani,Honglei,1955-02-19,1987-09-18
Boguslaw,Greibach,1953-08-23,1987-04-29
Arvind,Boguraev,1953-09-28,1987-09-20
Yongdong,Heyers,1955-05-29,1986-07-12
Florian,Soicher,1952-08-28,1986-01-18
Georgi,Peris,1955-04-25,1986-03-13
Duke,Takanami,1955-11-13,1988-08-30
Domenick,Cummings,1955-07-26,1986-09-25
Hatem,Ghandeharizadeh,1955-05-30,1986-11-19
Gad,Krone,1952-11-15,1987-05-04
Ramachenga,Zumaque,1952-04-16,1985-10-22
Sasan,Benantar,1954-09-30,1986-03-25
Mohd,Randt,1955-05-30,1986-12-24
Kirk,Broomell,1953-04-16,1988-12-31
Domenico,Versino,1953-10-21,1986-04-15
Zijian,Serna,1955-08-02,1986-07-28
Vojin,Masaki,1952-10-24,1987-01-10
Shigeichiro,Bamford,1953-12-27,1986-04-26
Gila,Strooper,1953-05-23,1987-12-16
Ziva,Rohrbach,1954-11-12,1985-03-14
Sreekrishna,Dayana,1952-06-13,1988-06-25
Kiyokazu,Katiyar,1955-04-17,1987-11-10
Mads,Binkley,1954-04-30,1985-02-26
Leon,Stasinski,1953-08-09,1985-06-09
Yefim,Fontet,1953-09-14,1985-05-14
Akeno,Gustavson,1952-07-05,1988-03-18
JiYoung,Eppinger,1955-11-03,1985-04-06
Candido,Gecsel,1954-11-01,1987-10-29
Gou,Vandervoorde,1952-06-09,1985-12-14
Yakkov,Huttel,1954-12-11,1987-11-13
Munir,Stiles,1953-12-02,1986-08-23
Nikolaos,Radhakrishnan,1955-03-24,1987-05-16
Honesty,Bresenham,1953-04-26,1986-08-24
Ronghao,Stentiford,1953-12-18,1986-05-26
Charlene,Ebeling,1953-05-07,1985-12-08
Kazunori,Botman,1953-03-06,1986-05-29
Tesuya,Yurov,1953-12-23,1987-01-13
Evgueni,Yeung,1952-03-28,1988-01-21
Murthy,Burnard,1954-03-02,1987-05-19
Akhilish,Apsitis,1953-10-31,1986-08-06
Sangeeta,Marrakchi,1955-09-05,1985-05-22
Sanjit,Braccini,1955-02-10,1988-10-26
Hirochika,Gecseg,1952-10-28,1985-06-12
Xiong,Peron,1952-03-18,1988-05-30
Hongzue,Dahlbom,1954-12-28,1986-05-29
Shigenori,Millington,1952-04-10,1988-12-15
Bezalel,Sadowsky,1952-04-01,1987-12-12
Valdiodio,Petereit,1953-03-29,1985-11-04
Berhard,Tasistro,1955-04-01,1986-02-20
Ewing,Siepmann,1953-11-14,1987-07-12
Nishit,Montemayor,1952-03-07,1987-01-19
Fay,Kornyak,1954-06-08,1987-07-22
Qingxiang,Rijsenbrij,1953-07-19,1987-12-07
Christoph,Murthy,1954-08-24,1988-09-26
Marin,Wixon,1955-01-25,1988-01-05
Anoosh,Thiran,1952-05-18,1985-12-12
Heping,Ruther,1953-01-01,1987-02-27
Bodh,Gopalakrishnan,1953-10-17,1987-02-17
Richara,Bala,1954-07-04,1986-12-12
Gudjon,Hitomi,1954-10-01,1987-01-04
Gill,Hinsberger,1954-10-22,1987-03-31
Weiru,Murtafg,1952-05-01,1985-12-28
Rafail,Erman,1954-02-08,1985-04-10
Cathie,Berztiss,1952-05-01,1985-03-19
Xuedong,Gelosh,1955-02-22,1988-02-13
Sandeepan,Compeau,1955-06-14,1987-10-17
Radhika,Garnick,1954-01-23,1985-04-03
Takahiro,Feldmann,1953-04-03,1985-05-09
Yuguang,Vickson,1954-03-04,1988-07-14
Yifei,Polupanov,1952-11-12,1987-02-09
Akhilish,Zweizig,1953-02-09,1985-10-17
Matk,Schapire,1952-02-11,1986-11-30
Mabhin,Schwabacher,1952-10-21,1985-04-19
Ziyad,Munke,1955-06-21,1985-09-10
Aemilian,Barbanera,1955-11-15,1986-08-27
Aria,Milicia,1954-06-26,1987-03-31
Danai,Vecchio,1954-02-21,1988-09-03
Quingbo,Mitchem,1952-09-11,1987-10-22
Shay,Montemayor,1952-09-26,1988-02-22
Yurii,Papsdorf,1955-05-18,1988-03-12
Danai,Wilfing,1953-08-27,1987-01-19
Vasilis,Guardalben,1953-12-27,1987-01-18
Jacqueline,Erdmenger,1954-03-03,1987-02-06
Junichi,Langford,1953-08-22,1985-03-07
Lorien,Panwar,1955-07-09,1988-11-14
Leen,Muchinsky,1954-04-25,1987-10-04
Denis,Back,1955-04-06,1985-07-29
Ronnie,Rissanen,1954-02-14,1985-06-13
Matk,Merro,1954-08-15,1987-02-02
Neven,Milicia,1952-09-29,1987-06-06
Abdulah,Famili,1954-11-10,1987-05-18
Shmuel,Danlos,1952-08-05,1985-08-30
Arnd,Hopewell,1955-08-15,1987-08-25
Xuejia,Merle,1954-07-03,1986-07-25
Mario,Weiland,1952-09-11,1986-11-07
Demin,Alpin,1955-06-20,1986-03-01
Shrikanth,Pietrzykowski,1955-11-22,1985-12-22
Candida,Fordan,1952-05-27,1985-05-15
Arumugam,Ramsay,1954-04-02,1986-02-28
Yongmin,Gihr,1952-06-01,1988-06-03
Shaunak,Tyugu,1952-04-25,1986-06-23
Shigenori,Chaudhuri,1955-04-15,1988-02-25
Fan,Mullainathan,1953-12-07,1985-03-11
Yurii,Brookman,1954-08-09,1985-07-05
Muneo,Katiyar,1954-06-15,1988-09-04
Mingzeng,Weisert,1953-10-21,1988-08-31
Macha,Griswold,1955-08-07,1987-04-04
Youngkon,Nooteboom,1954-12-11,1985-11-02
Shir,Serra,1955-12-01,1986-02-01
Valeri,Henders,1953-04-29,1987-06-14
Kenroku,Hardjono,1955-03-04,1986-09-15
Leni,Vilarrasa,1952-06-29,1986-04-25
Kitty,Rissanen,1954-06-15,1986-09-02
Pantung,Keustermans,1952-09-20,1988-06-23
Chirstian,Munawer,1954-10-08,1985-08-12
Makato,Belinskaya,1953-05-23,1987-02-04
Abdelghani,Irland,1953-09-09,1988-08-31
Genevieve,Lichtner,1953-08-11,1986-07-23
Murthy,Verhoeff,1952-09-22,1986-07-15
Tuval,Merle,1953-07-27,1985-06-13
Gully,Staudhammer,1954-11-17,1987-10-12
Karlis,Vigier,1953-01-28,1988-08-13
Jinya,Bratsberg,1954-09-21,1988-09-25
Gunilla,Moffat,1955-03-11,1985-04-09
Yurij,Turnbull,1954-02-04,1986-08-07
Frederique,Hofmeyr,1953-09-24,1986-06-05
Rosita,Dulli,1954-09-30,1986-08-27
Shahab,Keohane,1952-03-09,1988-08-08
Cathie,Uhrik,1955-10-05,1986-10-25
Kien,Marletta,1952-04-21,1988-07-08
Pradeep,Neiman,1953-07-22,1987-01-09
Makato,Tsukuda,1953-08-12,1987-05-10
Annemarie,Papastamatiou,1953-12-01,1985-08-23
Berthier,Deverell,1954-09-18,1987-04-05
Behnaam,Krybus,1952-06-10,1988-02-06
Kauko,Spieker,1954-05-26,1986-04-06
Emdad,Coorg,1955-01-13,1985-03-10
Lein,Halevi,1954-07-16,1987-04-20
Xuejia,Denti,1955-07-06,1986-03-07
Prodip,Mandelberg,1955-10-31,1987-12-28
Mostafa,Winter,1952-02-11,1985-09-25
Vasilis,Swab,1952-08-17,1988-08-25
Thanasis,Zucker,1953-01-22,1987-02-26
Adib,Braccini,1952-11-06,1986-03-19
Mingdong,Ramalingam,1953-12-15,1986-04-24
Eran,Schauser,1952-11-12,1985-09-25
Bernt,Henders,1954-06-04,1987-02-25
Faiza,Cincotta,1953-10-02,1987-08-14
Kazuhiro,Chvatal,1952-04-04,1987-06-25
Feiyu,Kusalik,1952-08-11,1986-01-06
Radhia,Heping,1953-10-03,1985-04-19
Mantis,Passafiume,1954-02-16,1986-10-17
Vatsa,Broomell,1955-02-07,1987-12-23
Toshimo,Mellouli,1952-04-05,1985-08-14
Owen,Katiyar,1954-01-29,1988-07-30
Josyula,Vitiello,1953-05-02,1988-09-24
Bingning,Picaronny,1952-09-18,1987-06-30
Tsuneo,Lienhardt,1953-10-31,1985-05-30
Tru,Cappelletti,1954-09-19,1986-03-02
Hatem,Schreiter,1953-10-17,1985-05-02
Chirstian,Matzov,1953-12-26,1985-04-29
Matt,Stifter,1952-09-22,1988-01-30
Alejandro,Impagliazzo,1952-12-15,1986-11-18
Guangming,Suessmith,1953-06-22,1986-10-15
Jianhua,Glowinski,1952-10-04,1988-07-14
Shuji,Wissmann,1954-01-14,1986-08-31
Toshimo,Kenevan,1952-07-23,1986-10-06
Zhilian,Fiutem,1953-12-17,1985-04-27
Tonny,Sherertz,1954-11-07,1985-06-20
Hilary,Ramaiah,1952-04-02,1988-06-07
Mandell,Varker,1954-10-03,1986-05-28
Xiaocheng,Prochazka,1955-02-19,1986-09-30
Ebbe,Hedayat,1954-09-20,1986-10-01
Rutger,Minakawa,1953-03-04,1988-05-08
Isaac,Luiz,1955-03-03,1986-02-11
Sakthirel,Belinskaya,1952-03-09,1986-03-03
Kotesh,Bernini,1954-12-04,1986-03-04
Sukumar,Morrin,1954-10-27,1988-08-28
Adamantios,Baezner,1955-10-15,1987-03-09
Susanna,Murillo,1953-09-12,1987-12-06
Sanjit,Beidas,1954-07-03,1986-03-23
Oguz,Angelopoulos,1955-12-25,1986-11-29
Atreyi,Monkewich,1952-06-18,1987-07-20
Oldrich,Vickson,1952-08-15,1987-01-05
Vidya,Hanabata,1953-05-25,1987-09-03
Jiong,Shanbhogue,1953-08-24,1988-06-07
Somnath,Kaminger,1954-11-03,1987-11-29
Sasan,Schrooten,1952-12-14,1985-12-10
Adhemar,Pelz,1952-12-06,1986-03-31
Uzi,Casperson,1952-08-04,1987-12-14
Jasminko,Brookner,1954-10-14,1986-03-19
Francesca,Taubman,1953-04-21,1985-05-28
Chriss,Wroclawski,1954-04-23,1985-06-27
Geoff,Lorie,1952-09-16,1988-07-01
Lein,Goodrum,1953-04-24,1986-02-22
Satyanarayana,Rosar,1953-01-31,1986-05-07
Brewster,Szmurlo,1953-10-10,1988-08-11
Tse,Puppe,1954-06-08,1987-05-13
Kazuhiko,Fendler,1954-05-27,1988-09-17
Sanjai,Genin,1952-02-14,1985-05-16
Yechiam,Junot,1955-11-30,1988-06-02
Kristinn,Hitomi,1953-05-16,1987-10-29
Claudi,Cairo,1955-04-30,1986-06-06
Ult,Pesch,1953-09-02,1986-01-12
Moni,Baezner,1954-06-19,1985-08-05
Dayanand,Danlos,1953-03-11,1988-04-15
Gregory,Beerel,1954-08-22,1987-03-29
Demin,Irland,1953-05-18,1986-10-05
Mabo,Radhakrishnan,1954-09-10,1985-04-14
Constantino,Journel,1954-04-12,1985-04-30
Gully,Mitchem,1953-09-22,1986-03-13
Kristian,Dulin,1954-03-13,1986-04-04
Limsoon,Tramer,1953-03-10,1985-05-26
Shichao,Demian,1954-01-23,1986-06-21
Godehard,Orlowski,1953-03-22,1985-12-31
Alair,Panangaden,1955-08-13,1986-10-08
Shridhar,Baak,1955-07-29,1986-06-06
Yefim,Karnin,1955-08-03,1986-06-13
